gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	captionID	pairID	label1	label2	label3	label4	label5
entailment	( ( A baby ) ( ( is ( playing ( with ( ( a strand ) ( of beads ) ) ) ) ) . ) )	( ( The baby ) ( ( is playing ) . ) )	(ROOT (S (NP (DT A) (NN baby)) (VP (VBZ is) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (NN strand)) (PP (IN of) (NP (NNS beads))))))) (. .)))	(ROOT (S (NP (DT The) (NN baby)) (VP (VBZ is) (VP (VBG playing))) (. .)))	A baby is playing with a strand of beads.	The baby is playing.	2230620391.jpg#4	2230620391.jpg#4r1e	entailment				
contradiction	( People ( ( ( are ( on ( a stage ) ) ) performing ) . ) )	( people ( are sleeping ) )	(ROOT (S (NP (NNS People)) (VP (VBP are) (PP (IN on) (NP (DT a) (NN stage))) (ADJP (VBG performing))) (. .)))	(ROOT (S (NP (NNS people)) (VP (VBP are) (VP (VBG sleeping)))))	People are on a stage performing.	people are sleeping	2430037096.jpg#2	2430037096.jpg#2r1c	contradiction				
neutral	( People ( ( ( are ( on ( a stage ) ) ) performing ) . ) )	( people ( are ( singing onstage ) ) )	(ROOT (S (NP (NNS People)) (VP (VBP are) (PP (IN on) (NP (DT a) (NN stage))) (ADJP (VBG performing))) (. .)))	(ROOT (S (NP (NNS people)) (VP (VBP are) (VP (VBG singing) (ADVP (RB onstage))))))	People are on a stage performing.	people are singing onstage	2430037096.jpg#2	2430037096.jpg#2r1n	neutral				
entailment	( People ( ( ( are ( on ( a stage ) ) ) performing ) . ) )	( pwople ( are ( on stage ) ) )	(ROOT (S (NP (NNS People)) (VP (VBP are) (PP (IN on) (NP (DT a) (NN stage))) (ADJP (VBG performing))) (. .)))	(ROOT (S (NP (NN pwople)) (VP (VBP are) (PP (IN on) (NP (NN stage))))))	People are on a stage performing.	pwople are on stage	2430037096.jpg#2	2430037096.jpg#2r1e	entailment				
contradiction	( ( A woman ) ( ( is ( running ( ( a marathon ) ( in ( a park ) ) ) ) ) . ) )	( ( The woman ) ( ( is ( running ( in ( her backyard ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG running) (NP (NP (DT a) (NN marathon)) (PP (IN in) (NP (DT a) (NN park)))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG running) (PP (IN in) (NP (PRP$ her) (NN backyard))))) (. .)))	A woman is running a marathon in a park.	The woman is running in her backyard.	6454325817.jpg#3	6454325817.jpg#3r1c	contradiction				
neutral	( ( A woman ) ( ( is ( running ( ( a marathon ) ( in ( a park ) ) ) ) ) . ) )	( ( The woman ) ( ( is ( running fast ) ) . ) )	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG running) (NP (NP (DT a) (NN marathon)) (PP (IN in) (NP (DT a) (NN park)))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG running) (ADVP (RB fast)))) (. .)))	A woman is running a marathon in a park.	The woman is running fast.	6454325817.jpg#3	6454325817.jpg#3r1n	neutral				
entailment	( ( A woman ) ( ( is ( running ( ( a marathon ) ( in ( a park ) ) ) ) ) . ) )	( ( The woman ) ( ( is outdoors ) . ) )	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG running) (NP (NP (DT a) (NN marathon)) (PP (IN in) (NP (DT a) (NN park)))))) (. .)))	(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (ADVP (RB outdoors))) (. .)))	A woman is running a marathon in a park.	The woman is outdoors.	6454325817.jpg#3	6454325817.jpg#3r1e	entailment	entailment	entailment	entailment	entailment
entailment	( ( ( A group ) ( of people ) ) ( ( point ( forwards ( while ( performing ( ( some kind ) ( of act ) ) ) ) ) ) . ) )	( ( ( A group ) ( of people ) ) ( ( point ( forwards ( while ( doing something ) ) ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP point) (ADVP (RB forwards) (PP (IN while) (S (VP (VBG performing) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NN act))))))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP point) (ADVP (RB forwards) (PP (IN while) (S (VP (VBG doing) (NP (NN something))))))) (. .)))	A group of people point forwards while performing some kind of act.	A group of people point forwards while doing something.	2430037096.jpg#0	2430037096.jpg#0r1e	entailment				
contradiction	( ( ( A group ) ( of people ) ) ( ( point ( forwards ( while ( performing ( ( some kind ) ( of act ) ) ) ) ) ) . ) )	( ( ( A group ) ( of people ) ) ( ( fight ( using tigers ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP point) (ADVP (RB forwards) (PP (IN while) (S (VP (VBG performing) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NN act))))))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP fight) (S (VP (VBG using) (NP (NNS tigers))))) (. .)))	A group of people point forwards while performing some kind of act.	A group of people fight using tigers.	2430037096.jpg#0	2430037096.jpg#0r1c	contradiction				
neutral	( ( ( A group ) ( of people ) ) ( ( point ( forwards ( while ( performing ( ( some kind ) ( of act ) ) ) ) ) ) . ) )	( ( ( A group ) ( of people ) ) ( ( ( point somewhere ) ( while speaking ) ) . ) )	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP point) (ADVP (RB forwards) (PP (IN while) (S (VP (VBG performing) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NN act))))))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP point) (ADVP (RB somewhere)) (SBAR (IN while) (S (VP (VBG speaking))))) (. .)))	A group of people point forwards while performing some kind of act.	A group of people point somewhere while speaking.	2430037096.jpg#0	2430037096.jpg#0r1n	neutral				
contradiction	( ( Several people ) ( ( are ( ( dancing together ) ( in sync ) ) ) . ) )	( kids ( ( are ( fighting ( each other ) ) ) . ) )	(ROOT (S (NP (JJ Several) (NNS people)) (VP (VBP are) (VP (VBG dancing) (ADVP (RB together)) (PP (IN in) (NP (NN sync))))) (. .)))	(ROOT (S (NP (NNS kids)) (VP (VBP are) (VP (VBG fighting) (NP (DT each) (JJ other)))) (. .)))	Several people are dancing together in sync.	kids are fighting each other.	2430037096.jpg#1	2430037096.jpg#1r1c	contradiction				
neutral	( ( Several people ) ( ( are ( ( dancing together ) ( in sync ) ) ) . ) )	( ( ( ( man and ) woman ) ( dancing together ) ) . )	(ROOT (S (NP (JJ Several) (NNS people)) (VP (VBP are) (VP (VBG dancing) (ADVP (RB together)) (PP (IN in) (NP (NN sync))))) (. .)))	(ROOT (NP (NP (NN man) (CC and) (NN woman)) (VP (VBG dancing) (ADVP (RB together))) (. .)))	Several people are dancing together in sync.	man and woman dancing together.	2430037096.jpg#1	2430037096.jpg#1r1n	neutral				
entailment	( ( Several people ) ( ( are ( ( dancing together ) ( in sync ) ) ) . ) )	( people ( ( are dancing ) . ) )	(ROOT (S (NP (JJ Several) (NNS people)) (VP (VBP are) (VP (VBG dancing) (ADVP (RB together)) (PP (IN in) (NP (NN sync))))) (. .)))	(ROOT (S (NP (NNS people)) (VP (VBP are) (VP (VBG dancing))) (. .)))	Several people are dancing together in sync.	people are dancing.	2430037096.jpg#1	2430037096.jpg#1r1e	entailment				
entailment	( Group ( of ( people dancing ) ) )	( people ( dance together ) )	(ROOT (NP (NP (NNP Group)) (PP (IN of) (NP (NNS people) (NN dancing)))))	(ROOT (S (NP (NNS people)) (VP (VBP dance) (ADVP (RB together)))))	Group of people dancing	people dance together	2430037096.jpg#4	2430037096.jpg#4r1e	entailment				
neutral	( Group ( of ( people dancing ) ) )	( people ( are ( ( dancing ( with ( one another ) ) ) ( during ( a ( religious ritual ) ) ) ) ) )	(ROOT (NP (NP (NNP Group)) (PP (IN of) (NP (NNS people) (NN dancing)))))	(ROOT (S (NP (NNS people)) (VP (VBP are) (VP (VBG dancing) (PP (IN with) (NP (CD one) (DT another))) (PP (IN during) (NP (DT a) (JJ religious) (NN ritual)))))))	Group of people dancing	people are dancing with one another during a religious ritual	2430037096.jpg#4	2430037096.jpg#4r1n	neutral				
contradiction	( Group ( of ( people dancing ) ) )	( dogs ( are mating ) )	(ROOT (NP (NP (NNP Group)) (PP (IN of) (NP (NNS people) (NN dancing)))))	(ROOT (S (NP (NNS dogs)) (VP (VBP are) (NP (NN mating)))))	Group of people dancing	dogs are mating	2430037096.jpg#4	2430037096.jpg#4r1c	contradiction				
contradiction	( ( An ( adult couple ) ) ( ( enjoys ( time ( in ( a ( hot tub ) ) ) ) ) . ) )	( ( A couple ) ( ( ( is inside ) ( watching TV ) ) . ) )	(ROOT (S (NP (DT An) (JJ adult) (NN couple)) (VP (VBZ enjoys) (NP (NP (NN time)) (PP (IN in) (NP (DT a) (JJ hot) (NN tub))))) (. .)))	(ROOT (S (NP (DT A) (NN couple)) (VP (VBZ is) (ADVP (RB inside)) (VP (VBG watching) (NP (NN TV)))) (. .)))	An adult couple enjoys time in a hot tub.	A couple is inside watching TV.	2915698477.jpg#3	2915698477.jpg#3r1c	contradiction				
entailment	( ( An ( adult couple ) ) ( ( enjoys ( time ( in ( a ( hot tub ) ) ) ) ) . ) )	( ( A couple ) ( ( is ( in ( a ( hot tub ) ) ) ) . ) )	(ROOT (S (NP (DT An) (JJ adult) (NN couple)) (VP (VBZ enjoys) (NP (NP (NN time)) (PP (IN in) (NP (DT a) (JJ hot) (NN tub))))) (. .)))	(ROOT (S (NP (DT A) (NN couple)) (VP (VBZ is) (PP (IN in) (NP (DT a) (JJ hot) (NN tub)))) (. .)))	An adult couple enjoys time in a hot tub.	A couple is in a hot tub.	2915698477.jpg#3	2915698477.jpg#3r1e	entailment				
neutral	( ( An ( adult couple ) ) ( ( enjoys ( time ( in ( a ( hot tub ) ) ) ) ) . ) )	( ( A couple ) ( ( ( is ( in ( a ( hot tub ) ) ) ) outside ) . ) )	(ROOT (S (NP (DT An) (JJ adult) (NN couple)) (VP (VBZ enjoys) (NP (NP (NN time)) (PP (IN in) (NP (DT a) (JJ hot) (NN tub))))) (. .)))	(ROOT (S (NP (DT A) (NN couple)) (VP (VBZ is) (PP (IN in) (NP (DT a) (JJ hot) (NN tub))) (ADVP (RB outside))) (. .)))	An adult couple enjoys time in a hot tub.	A couple is in a hot tub outside.	2915698477.jpg#3	2915698477.jpg#3r1n	neutral				
entailment	( ( ( An average ) ( looking man ) ) ( ( is ( playing ( the guitar ) ) ) . ) )	( ( The man ) ( ( knows ( how ( to ( play guitar ) ) ) ) . ) )	(ROOT (S (NP (NP (DT An) (NN average)) (VP (VBG looking) (NP (NN man)))) (VP (VBZ is) (VP (VBG playing) (NP (DT the) (NN guitar)))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ knows) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB play) (NP (NN guitar))))))) (. .)))	An average looking man is playing the guitar.	The man knows how to play guitar.	476772350.jpg#2	476772350.jpg#2r1e	entailment				
neutral	( ( ( An average ) ( looking man ) ) ( ( is ( playing ( the guitar ) ) ) . ) )	( ( The man ) ( ( can ( ( play ( the guitar ) ) well ) ) . ) )	(ROOT (S (NP (NP (DT An) (NN average)) (VP (VBG looking) (NP (NN man)))) (VP (VBZ is) (VP (VBG playing) (NP (DT the) (NN guitar)))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (MD can) (VP (VB play) (NP (DT the) (NN guitar)) (ADVP (RB well)))) (. .)))	An average looking man is playing the guitar.	The man can play the guitar well.	476772350.jpg#2	476772350.jpg#2r1n	neutral				
contradiction	( ( ( An average ) ( looking man ) ) ( ( is ( playing ( the guitar ) ) ) . ) )	( ( The man ) ( ( is ( playing ( the drums ) ) ) . ) )	(ROOT (S (NP (NP (DT An) (NN average)) (VP (VBG looking) (NP (NN man)))) (VP (VBZ is) (VP (VBG playing) (NP (DT the) (NN guitar)))) (. .)))	(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG playing) (NP (DT the) (NNS drums)))) (. .)))	An average looking man is playing the guitar.	The man is playing the drums.	476772350.jpg#2	476772350.jpg#2r1c	contradiction				
neutral	( ( ( ( ( Two ( ( ( tan and ) white ) dogs ) ) and ) ( one ( tan dog ) ) ) ( ( racing down ) ( ( the beach ) ( near ( the water ) ) ) ) ) . )	( ( three dogs ) ( are ( chasing ( a ball ) ) ) )	(ROOT (NP (NP (NP (CD Two) (ADJP (JJ tan) (CC and) (JJ white)) (NNS dogs)) (CC and) (NP (CD one) (JJ tan) (NN dog))) (VP (VBG racing) (PRT (RP down)) (NP (NP (DT the) (NN beach)) (PP (IN near) (NP (DT the) (NN water))))) (. .)))	(ROOT (S (NP (CD three) (NNS dogs)) (VP (VBP are) (VP (VBG chasing) (NP (DT a) (NN ball))))))	Two tan and white dogs and one tan dog racing down the beach near the water.	three dogs are chasing a ball	3585488964.jpg#2	3585488964.jpg#2r1n	neutral				
entailment	( ( ( ( ( Two ( ( ( tan and ) white ) dogs ) ) and ) ( one ( tan dog ) ) ) ( ( racing down ) ( ( the beach ) ( near ( the water ) ) ) ) ) . )	( ( three dogs ) ( are outside ) )	(ROOT (NP (NP (NP (CD Two) (ADJP (JJ tan) (CC and) (JJ white)) (NNS dogs)) (CC and) (NP (CD one) (JJ tan) (NN dog))) (VP (VBG racing) (PRT (RP down)) (NP (NP (DT the) (NN beach)) (PP (IN near) (NP (DT the) (NN water))))) (. .)))	(ROOT (S (NP (CD three) (NNS dogs)) (VP (VBP are) (ADJP (JJ outside)))))	Two tan and white dogs and one tan dog racing down the beach near the water.	three dogs are outside	3585488964.jpg#2	3585488964.jpg#2r1e	entailment				
contradiction	( ( ( ( ( Two ( ( ( tan and ) white ) dogs ) ) and ) ( one ( tan dog ) ) ) ( ( racing down ) ( ( the beach ) ( near ( the water ) ) ) ) ) . )	( ( three dogs ) ( are ( laying ( in ( a couch ) ) ) ) )	(ROOT (NP (NP (NP (CD Two) (ADJP (JJ tan) (CC and) (JJ white)) (NNS dogs)) (CC and) (NP (CD one) (JJ tan) (NN dog))) (VP (VBG racing) (PRT (RP down)) (NP (NP (DT the) (NN beach)) (PP (IN near) (NP (DT the) (NN water))))) (. .)))	(ROOT (S (NP (CD three) (NNS dogs)) (VP (VBP are) (VP (VBG laying) (PP (IN in) (NP (DT a) (NN couch)))))))	Two tan and white dogs and one tan dog racing down the beach near the water.	three dogs are laying in a couch	3585488964.jpg#2	3585488964.jpg#2r1c	contradiction				
contradiction	( ( A ( ( man and ) woman ) ) ( ( are ( ( walking down ) ( ( the street ) ( holding hands ) ) ) ) . ) )	( ( A ( ( man and ) woman ) ) ( ( are ( ( walking down ) ( ( opposite sides ) ( of ( the street ) ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (NP (DT the) (NN street)) (VP (VBG holding) (NP (NNS hands)))))) (. .)))	(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (NP (JJ opposite) (NNS sides)) (PP (IN of) (NP (DT the) (NN street)))))) (. .)))	A man and woman are walking down the street holding hands.	A man and woman are walking down opposite sides of the street.	4473826637.jpg#1	4473826637.jpg#1r1c	contradiction				
entailment	( ( A ( ( man and ) woman ) ) ( ( are ( ( walking down ) ( ( the street ) ( holding hands ) ) ) ) . ) )	( ( ( A couple ) ( of people ) ) ( ( are ( ( holding hands ) ( while walking ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (NP (DT the) (NN street)) (VP (VBG holding) (NP (NNS hands)))))) (. .)))	(ROOT (S (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG holding) (NP (NNS hands)) (PP (IN while) (S (VP (VBG walking)))))) (. .)))	A man and woman are walking down the street holding hands.	A couple of people are holding hands while walking.	4473826637.jpg#1	4473826637.jpg#1r1e	entailment				
neutral	( ( A ( ( man and ) woman ) ) ( ( are ( ( walking down ) ( ( the street ) ( holding hands ) ) ) ) . ) )	( ( A ( newlywed couple ) ) ( ( ( ( hold hands ) and ) ( ( skip down ) ( the street ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (NP (DT the) (NN street)) (VP (VBG holding) (NP (NNS hands)))))) (. .)))	(ROOT (S (NP (DT A) (JJ newlywed) (NN couple)) (VP (VP (VB hold) (NP (NNS hands))) (CC and) (VP (VB skip) (PRT (RP down)) (NP (DT the) (NN street)))) (. .)))	A man and woman are walking down the street holding hands.	A newlywed couple hold hands and skip down the street.	4473826637.jpg#1	4473826637.jpg#1r1n	neutral				
neutral	( ( A man ) ( ( is ( ( using ( his computer ) ) ( while ( seated ( at ( a desk ) ) ) ) ) ) . ) )	( ( A man ) ( ( searches ( ( the internet ) ( sitting down ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG using) (NP (PRP$ his) (NN computer)) (SBAR (IN while) (S (VP (VBN seated) (PP (IN at) (NP (DT a) (NN desk)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ searches) (NP (NP (DT the) (NN internet)) (VP (VBG sitting) (PRT (RP down))))) (. .)))	A man is using his computer while seated at a desk.	A man searches the internet sitting down.	5201259529.jpg#4	5201259529.jpg#4r1n	neutral				
contradiction	( ( A man ) ( ( is ( ( using ( his computer ) ) ( while ( seated ( at ( a desk ) ) ) ) ) ) . ) )	( ( A woman ) ( ( drinks ( ( a beer ) ( at ( her desk ) ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG using) (NP (PRP$ his) (NN computer)) (SBAR (IN while) (S (VP (VBN seated) (PP (IN at) (NP (DT a) (NN desk)))))))) (. .)))	(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ drinks) (NP (NP (DT a) (NN beer)) (PP (IN at) (NP (PRP$ her) (NN desk))))) (. .)))	A man is using his computer while seated at a desk.	A woman drinks a beer at her desk.	5201259529.jpg#4	5201259529.jpg#4r1c	contradiction				
entailment	( ( A man ) ( ( is ( ( using ( his computer ) ) ( while ( seated ( at ( a desk ) ) ) ) ) ) . ) )	( ( A man ) ( ( sits ( at ( a desk ) ) ) . ) )	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG using) (NP (PRP$ his) (NN computer)) (SBAR (IN while) (S (VP (VBN seated) (PP (IN at) (NP (DT a) (NN desk)))))))) (. .)))	(ROOT (S (NP (DT A) (NN man)) (VP (VBZ sits) (PP (IN at) (NP (DT a) (NN desk)))) (. .)))	A man is using his computer while seated at a desk.	A man sits at a desk.	5201259529.jpg#4	5201259529.jpg#4r1e	entailment				
entailment	( ( A ( camera crew ) ) ( ( is ( filming ( ( two women ) ( in ( ( formal dresses ) ( sitting ( on ( ( a blanket ) ( in ( ( the middle ) ( of ( a park ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( Someone ( ( is filming ) . ) )	(ROOT (S (NP (DT A) (NN camera) (NN crew)) (VP (VBZ is) (VP (VBG filming) (NP (NP (CD two) (NNS women)) (PP (IN in) (NP (NP (JJ formal) (NNS dresses)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN blanket)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT a) (NN park))))))))))))) (. .)))	(ROOT (S (NP (NN Someone)) (VP (VBZ is) (VP (VBG filming))) (. .)))	A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.	Someone is filming.	4824078556.jpg#0	4824078556.jpg#0r1e	entailment				
contradiction	( ( A ( camera crew ) ) ( ( is ( filming ( ( two women ) ( in ( ( formal dresses ) ( sitting ( on ( ( a blanket ) ( in ( ( the middle ) ( of ( a park ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( Everyone ( wearing ( formal clothes ) ) ) ( ( is inside ) . ) )	(ROOT (S (NP (DT A) (NN camera) (NN crew)) (VP (VBZ is) (VP (VBG filming) (NP (NP (CD two) (NNS women)) (PP (IN in) (NP (NP (JJ formal) (NNS dresses)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN blanket)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT a) (NN park))))))))))))) (. .)))	(ROOT (S (NP (NP (NN Everyone)) (VP (VBG wearing) (NP (JJ formal) (NNS clothes)))) (VP (VBZ is) (ADVP (RB inside))) (. .)))	A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.	Everyone wearing formal clothes is inside.	4824078556.jpg#0	4824078556.jpg#0r1c	contradiction				
neutral	( ( A ( camera crew ) ) ( ( is ( filming ( ( two women ) ( in ( ( formal dresses ) ( sitting ( on ( ( a blanket ) ( in ( ( the middle ) ( of ( a park ) ) ) ) ) ) ) ) ) ) ) ) . ) )	( Someone ( ( is ( operating ( a microphone ) ) ) . ) )	(ROOT (S (NP (DT A) (NN camera) (NN crew)) (VP (VBZ is) (VP (VBG filming) (NP (NP (CD two) (NNS women)) (PP (IN in) (NP (NP (JJ formal) (NNS dresses)) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN blanket)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT a) (NN park))))))))))))) (. .)))	(ROOT (S (NP (NN Someone)) (VP (VBZ is) (VP (VBG operating) (NP (DT a) (NN microphone)))) (. .)))	A camera crew is filming two women in formal dresses sitting on a blanket in the middle of a park.	Someone is operating a microphone.	4824078556.jpg#0	4824078556.jpg#0r1n	neutral				
entailment	( man ( sitting ( down ( playing ( ( ( a game ) ( of chess ) ) alone ) ) ) ) )	( ( ( A guy ) ( ( playing ( a ( board game ) ) ) ( by himself ) ) ) . )	(ROOT (S (VP (VB man) (S (VP (VBG sitting) (PP (IN down) (S (VP (VBG playing) (S (NP (NP (DT a) (NN game)) (PP (IN of) (NP (NN chess)))) (ADJP (RB alone)))))))))))	(ROOT (NP (NP (DT A) (NN guy)) (VP (VBG playing) (NP (DT a) (NN board) (NN game)) (PP (IN by) (NP (PRP himself)))) (. .)))	man sitting down playing a game of chess alone	A guy playing a board game by himself.	4593716344.jpg#4	4593716344.jpg#4r1e	entailment				
contradiction	( man ( sitting ( down ( playing ( ( ( a game ) ( of chess ) ) alone ) ) ) ) )	( ( ( The man ) ( taking ( a snooze ) ) ) . )	(ROOT (S (VP (VB man) (S (VP (VBG sitting) (PP (IN down) (S (VP (VBG playing) (S (NP (NP (DT a) (NN game)) (PP (IN of) (NP (NN chess)))) (ADJP (RB alone)))))))))))	(ROOT (NP (NP (DT The) (NN man)) (VP (VBG taking) (NP (DT a) (NN snooze))) (. .)))	man sitting down playing a game of chess alone	The man taking a snooze.	4593716344.jpg#4	4593716344.jpg#4r1c	contradiction				
neutral	( man ( sitting ( down ( playing ( ( ( a game ) ( of chess ) ) alone ) ) ) ) )	( ( ( A human ) ( ( sitting down ) ( playing ( ( ( one game ) ( of chess ) ) alone ) ) ) ) . )	(ROOT (S (VP (VB man) (S (VP (VBG sitting) (PP (IN down) (S (VP (VBG playing) (S (NP (NP (DT a) (NN game)) (PP (IN of) (NP (NN chess)))) (ADJP (RB alone)))))))))))	(ROOT (NP (NP (DT A) (NN human)) (VP (VBG sitting) (PRT (RP down)) (S (VP (VBG playing) (S (NP (NP (CD one) (NN game)) (PP (IN of) (NP (NN chess)))) (ADJP (RB alone)))))) (. .)))	man sitting down playing a game of chess alone	A human sitting down playing one game of chess alone.	4593716344.jpg#4	4593716344.jpg#4r1n	neutral				
