index	question	sentence	label
4696	The representative said that inspectors had been show what sort of villages?	Dr. Nafis Sadik, former director of UNFPA said her agency had been pivotal in reversing China's coercive population control methods, but a 2005 report by Amnesty International and a separate report by the United States State Department found that coercive techniques were still regularly employed by the Chinese, casting doubt upon Sadik's statements.	not_entailment
4697	At what location was the "Flying Chair" installed in 1845?	In 1845, the Neapolitan architect Gaetano Genovese installed in the Royal Palace of Caserta the "Flying Chair", an elevator ahead of its time, covered with chestnut wood outside and with maple wood inside.	entailment
4698	Bell was the second president of what magazine?	Although Bell was not one of the 33 founders of the National Geographic Society, he had a strong influence on the magazine while serving as the second president from January 7, 1898 until 1903.	entailment
4699	What is Charleston's oldest community theater group?	Charleston's oldest community theater group, the Footlight Players, has provided theatrical productions since 1931.	entailment
4700	Which church was established in Kodiak in 1795?	As a result, an increasing number of Russian Orthodox churches gradually became established within Alaska.	not_entailment
4701	What popular soap opera has the BBC televised since 1985?	Many television programmes have been set in London, including the popular television soap opera EastEnders, broadcast by the BBC since 1985.	entailment
4702	Who opposed Victoria marrying Albert, or any Coburg?	Leopold, Victoria's mother, and Albert's father (Ernest I, Duke of Saxe-Coburg and Gotha) were siblings.	not_entailment
4703	Where did it open?	On February 14, 2009, The Walt Disney Company debuted "The American Idol Experience" at its Disney's Hollywood Studios theme park at the Walt Disney World Resort in Florida.	entailment
4704	What document teaches that Jesus' brothers and sisters were older children of Joseph from a previous marriage?	The term Ever-Virgin (Greek ἀειπάρθενος) is applied in this case, stating that Mary remained a virgin for the remainder of her life, making Jesus her biological and only son, whose conception and birth are held to be miraculous.	not_entailment
4705	How many North Carolinians from the west fought for the union Army?	Some of the yeoman farmers in the state's mountains and western Piedmont region remained neutral during the Civil War, while some covertly supported the Union cause during the conflict.	not_entailment
4706	Who has rejected Wilmsen's arguments?	Doron Shultziner and others have argued that we can learn a lot about the life-styles of prehistoric hunter-gatherers from studies of contemporary hunter-gatherers—especially their impressive levels of egalitarianism.	not_entailment
4707	In what year did the Motion Picture Production Code cease?	TCM's film content has remained mostly uncut and uncolorized (with films natively filmed or post-produced in the format being those only ones presented in color), depending upon the original content of movies, particularly movies released after the 1968 implementation of the Motion Picture Association of America's ratings system and the concurrent disestablishment of the Motion Picture Production Code.	entailment
4708	What year did the Singing Revolution occur?	In 1989, during the "Singing Revolution", in a landmark demonstration for more independence, more than two million people formed a human chain stretching through Lithuania, Latvia and Estonia, called the Baltic Way.	entailment
4709	Prior to his work in America, where was Joe Pasternak employed?	Meanwhile, producer Joe Pasternak, who had been successfully producing light musicals with young sopranos for Universal's German subsidiary, repeated his formula in America.	entailment
4710	What program at Washington University ranks first in the 2016 in the U.S. News & World Reports rankings?	The program in occupational therapy at Washington University currently occupies the first spot for the 2016 U.S. News & World Report rankings, and the program in physical therapy is ranked first as well.	entailment
4711	In the 1840s, what country could no longer adequately supply the British cotton mills?	By the 1840s, India was no longer capable of supplying the vast quantities of cotton fibers needed by mechanized British factories, while shipping bulky, low-price cotton from India to Britain was time-consuming and expensive.	entailment
